cohort	outcome	Ref	exposure 	adjustments	Grouping	Order	coef	coef_se	lower_ci	upper_ci	n
Next Steps	4-12+ weeks	0-4 weeks	ethnicity (ethminorityvwhite)	"model2(age,sex)"	Ethnicity	8	0.820783	0.374096	0.335029	2.010828	741
Next Steps	4-12+ weeks	0-4 weeks	education (nodegreevdegree)	"model2(age,sex)"	Education	7	1.182917	0.49767	0.517305	2.704966	740
Next Steps	4-12+ weeks	0-4 weeks	IMD	"model2(age,sex)"	SEP	6	0.999266	0.087176	0.841772	1.186227	739
Next Steps	4-12+ weeks	0-4 weeks	s-r health(poorvsgood)	"model2(age,sex)"	Gen_health	5	2.605428	1.759693	0.690567	9.829971	730
Next Steps	4-12+ weeks	0-4 weeks	pre-pandemic mh (casevscontrol)	"model2(age,sex)"	M_Health	4	1.10086	0.506878	0.445238	2.721899	726
Next Steps	4-12+ weeks	0-4 weeks	bmi (continuous)	"model2(age,sex)"	BMI	3	1.056015	0.04006	0.980115	1.137792	696
Next Steps	4-12+ weeks	0-4 weeks	bmi (overweight/obesevsnormal)	"model2(age,sex)"	Overweight_obese	2	2.194153	0.981951	0.910159	5.289524	696
Next Steps	4-12+ weeks	0-4 weeks	smoker	"model2(age,sex)"	Smoking	1	0.292847	0.216581	0.068363	1.254468	562
MCS	4-12+ weeks	0-4 weeks	age (cont)	model2(sex)	Age	10	1.530178	1.143746	0.351569	6.659996	1029
MCS	4-12+ weeks	0-4 weeks	sex (femalevmale)	model2(age)	Sex	9	5.844522	2.892833	2.206901	15.47801	1029
MCS	4-12+ weeks	0-4 weeks	ethnicity (ethminorityvwhite)	"model2(age,sex)"	Ethnicity	8	1.199127	0.666622	0.401613	3.580324	1028
MCS	4-12+ weeks	0-4 weeks	education (nodegreevdegree)	"model2(age,sex)"	Education	7	1.414639	0.667443	0.559068	3.579535	1001
MCS	4-12+ weeks	0-4 weeks	IMD	"model2(age,sex)"	SEP	6	0.998942	0.075507	0.860885	1.159137	999
MCS	4-12+ weeks	0-4 weeks	pre-pandemic mh (casevscontrol)	"model2(age,sex)"	M_Health	5	1.198143	0.63174	0.424527	3.381523	974
MCS	4-12+ weeks	0-4 weeks	bmi (continuous)	"model2(age,sex)"	BMI	4	1.044578	0.032373	0.982777	1.110265	949
MCS	4-12+ weeks	0-4 weeks	bmi (overweight/obesevsnormal)	"model2(age,sex)"	Overweight_obese	3	0.876468	0.372301	0.379938	2.021899	949
MCS	4-12+ weeks	0-4 weeks	asthma	"model2(age,sex)"	Asthma	2	2.978532	2.478873	0.57906	15.32079	882
MCS	4-12+ weeks	0-4 weeks	smoker	"model2(age,sex)"	Smoking	1	1.189815	0.697032	0.375337	3.771704	567
NCDS	12+ weeks	0-12 weeks	sex (femalevmale)	model2(age)	Sex	12	3.318339	1.476702	1.387157	7.938088	708
NCDS	12+ weeks	0-12 weeks	ethnicity (ethminorityvwhite)	"model2(age,sex)"	Ethnicity	11	0.320597	0.345711	0.038733	2.65363	671
NCDS	12+ weeks	0-12 weeks	education (nodegreevdegree)	"model2(age,sex)"	Education	10	0.503695	0.238883	0.198827	1.276028	699
NCDS	12+ weeks	0-12 weeks	IMD	"model2(age,sex)"	SEP	9	1.164361	0.101846	0.980919	1.382108	636
NCDS	12+ weeks	0-12 weeks	s-r health(poorvsgood)	"model2(age,sex)"	Gen_health	8	2.444572	1.124458	0.992352	6.021986	642
NCDS	12+ weeks	0-12 weeks	pre-pandemic mh (casevscontrol)	"model2(age,sex)"	M_Health	7	2.38784	1.404204	0.754126	7.56078	644
NCDS	12+ weeks	0-12 weeks	bmi (continuous)	"model2(age,sex)"	BMI	6	0.973344	0.047131	0.885217	1.070244	607
NCDS	12+ weeks	0-12 weeks	bmi (overweight/obesevsnormal)	"model2(age,sex)"	Overweight_obese	5	0.580781	0.258977	0.242354	1.391789	607
NCDS	12+ weeks	0-12 weeks	diabetes	"model2(age,sex)"	Diabetes	4	0.298973	0.317517	0.037294	2.396788	641
NCDS	12+ weeks	0-12 weeks	hypertension	"model2(age,sex)"	Hypertension	3	1.10833	0.510842	0.449098	2.735254	642
NCDS	12+ weeks	0-12 weeks	asthma	"model2(age,sex)"	Asthma	2	1.96615	1.073417	0.674379	5.732302	641
NCDS	12+ weeks	0-12 weeks	smoker	"model2(age,sex)"	Smoking	1	1.894317	1.220033	0.53609	6.693728	590
BCS70	12+ weeks	0-12 weeks	sex (femalevmale)	model2(age)	Sex	10	1.674107	0.931986	0.56223	4.984856	886
BCS70	12+ weeks	0-12 weeks	education (nodegreevdegree)	"model2(age,sex)"	Education	9	0.983593	0.522965	0.34693	2.788619	821
BCS70	12+ weeks	0-12 weeks	IMD	"model2(age,sex)"	SEP	8	1.023878	0.104094	0.838899	1.249646	780
BCS70	12+ weeks	0-12 weeks	s-r health(poorvsgood)	"model2(age,sex)"	Gen_health	7	1.396463	0.970224	0.357798	5.450308	780
BCS70	12+ weeks	0-12 weeks	pre-pandemic mh (casevscontrol)	"model2(age,sex)"	M_Health	6	1.930786	1.511811	0.416141	8.95834	745
BCS70	12+ weeks	0-12 weeks	bmi (continuous)	"model2(age,sex)"	BMI	5	1.076818	0.078943	0.932695	1.24321	710
BCS70	12+ weeks	0-12 weeks	bmi (overweight/obesevsnormal)	"model2(age,sex)"	Overweight_obese	4	0.879788	0.623779	0.219213	3.530929	710
BCS70	12+ weeks	0-12 weeks	diabetes	"model2(age,sex)"	Diabetes	3	1.07959	0.818538	0.244277	4.771275	780
BCS70	12+ weeks	0-12 weeks	asthma	"model2(age,sex)"	Asthma	2	1.533512	0.78404	0.56298	4.177164	780
BCS70	12+ weeks	0-12 weeks	smoker	"model2(age,sex)"	Smoking	1	0.753973	0.480651	0.216134	2.630205	707
Next Steps	12+ weeks	0-12 weeks	age (cont)	model2(sex)	Age	10	0.104966	0.124927	0.010113	1.089479	741
Next Steps	12+ weeks	0-12 weeks	sex (femalevmale)	model2(age)	Sex	9	1.369869	1.009359	0.321789	5.831588	741
Next Steps	12+ weeks	0-12 weeks	ethnicity (ethminorityvwhite)	"model2(age,sex)"	Ethnicity	8	0.08023	0.057995	0.019371	0.332292	741
Next Steps	12+ weeks	0-12 weeks	education (nodegreevdegree)	"model2(age,sex)"	Education	7	0.601793	0.430456	0.147479	2.455636	740
Next Steps	12+ weeks	0-12 weeks	IMD	"model2(age,sex)"	SEP	6	1.292394	0.21149	0.936862	1.782848	739
Next Steps	12+ weeks	0-12 weeks	s-r health(poorvsgood)	"model2(age,sex)"	Gen_health	5	0.143013	0.166618	0.014475	1.41298	730
Next Steps	12+ weeks	0-12 weeks	pre-pandemic mh (casevscontrol)	"model2(age,sex)"	M_Health	4	1.005064	0.749429	0.232021	4.353722	726
Next Steps	12+ weeks	0-12 weeks	bmi (continuous)	"model2(age,sex)"	BMI	3	1.003621	0.040271	0.927484	1.086008	696
Next Steps	12+ weeks	0-12 weeks	bmi (overweight/obesevsnormal)	"model2(age,sex)"	Overweight_obese	2	2.212494	1.974412	0.382703	12.79092	696
Next Steps	12+ weeks	0-12 weeks	smoker	"model2(age,sex)"	Smoking	1	0.638125	0.674281	0.079835	5.100558	562
MCS	12+ weeks	0-12 weeks	age (cont)	model2(sex)	Age	10	3.362671	4.504714	0.240949	46.92924	1029
MCS	12+ weeks	0-12 weeks	sex (femalevmale)	model2(age)	Sex	9	1.550321	1.16833	0.351914	6.82977	1029
MCS	12+ weeks	0-12 weeks	ethnicity (ethminorityvwhite)	"model2(age,sex)"	Ethnicity	8	4.068943	3.434475	0.773021	21.41765	1028
MCS	12+ weeks	0-12 weeks	education (nodegreevdegree)	"model2(age,sex)"	Education	7	0.725872	0.518353	0.178084	2.958659	1001
MCS	12+ weeks	0-12 weeks	IMD	"model2(age,sex)"	SEP	6	0.938233	0.070891	0.808613	1.088631	999
MCS	12+ weeks	0-12 weeks	pre-pandemic mh (casevscontrol)	"model2(age,sex)"	M_Health	5	5.671493	4.288546	1.280801	25.11384	974
MCS	12+ weeks	0-12 weeks	bmi (continuous)	"model2(age,sex)"	BMI	4	0.735161	0.107375	0.551517	0.979956	949
MCS	12+ weeks	0-12 weeks	bmi (overweight/obesevsnormal)	"model2(age,sex)"	Overweight_obese	3	0.084116	0.067917	0.017172	0.412026	949
MCS	12+ weeks	0-12 weeks	asthma	"model2(age,sex)"	Asthma	2	0.572668	0.55019	0.086457	3.793211	882
MCS	12+ weeks	0-12 weeks	smoker	"model2(age,sex)"	Smoking	1	8.802556	9.56371	1.035998	74.79259	567
