cohort	outcome	Ref	exposure 	adjustments	Grouping	Order	coef	coef_se	lower_ci	upper_ci	n
NCDS	12+ weeks	0-12 weeks	pre-pandemic mh (casevscontrol)	"model2(age,sex)"	M_Health_binary	7	2.384422	1.385174	0.763656	7.445069	644
NCDS	12+ weeks	0-12 weeks	bmi (continuous)	"model2(age,sex)"	BMI	6	0.975516	0.047097	0.887439	1.072333	607
NCDS	12+ weeks	0-12 weeks	bmi (overweight/obesevsnormal)	"model2(age,sex)"	Overweight_obese	5	0.643844	0.295869	0.261592	1.584664	607
NCDS	12+ weeks	0-12 weeks	diabetes	"model2(age,sex)"	Diabetes	4	0.314893	0.33218	0.039832	2.489404	641
NCDS	12+ weeks	0-12 weeks	hypertension	"model2(age,sex)"	Hypertension	3	1.071346	0.494039	0.433918	2.645159	642
NCDS	12+ weeks	0-12 weeks	asthma	"model2(age,sex)"	Asthma	2	1.876127	1.038761	0.633833	5.553282	641
NCDS	12+ weeks	0-12 weeks	smoker	"model2(age,sex)"	Smoking	1	1.760557	1.142007	0.493751	6.27758	590
BCS70	12+ weeks	0-12 weeks	sex (femalevmale)	model2(age)	Sex	10	1.694851	0.929662	0.578401	4.966311	886
BCS70	12+ weeks	0-12 weeks	education (nodegreevdegree)	"model2(age,sex)"	Education	9	0.941565	0.496538	0.334939	2.646881	821
BCS70	12+ weeks	0-12 weeks	IMD	"model2(age,sex)"	SEP	8	1.001914	0.118775	0.794187	1.263975	780
BCS70	12+ weeks	0-12 weeks	s-r health(poorvsgood)	"model2(age,sex)"	Gen_health	7	1.663057	1.229244	0.390611	7.080602	780
BCS70	12+ weeks	0-12 weeks	pre-pandemic mh (casevscontrol)	"model2(age,sex)"	M_Health_binary	6	2.30423	1.986056	0.425462	12.47933	745
BCS70	12+ weeks	0-12 weeks	bmi (continuous)	"model2(age,sex)"	BMI	5	1.055853	0.083201	0.904751	1.232191	710
BCS70	12+ weeks	0-12 weeks	bmi (overweight/obesevsnormal)	"model2(age,sex)"	Overweight_obese	4	0.780665	0.56209	0.190365	3.201416	710
BCS70	12+ weeks	0-12 weeks	diabetes	"model2(age,sex)"	Diabetes	3	1.196176	0.892755	0.277019	5.165131	780
BCS70	12+ weeks	0-12 weeks	asthma	"model2(age,sex)"	Asthma	2	1.474185	0.751305	0.542931	4.002757	780
BCS70	12+ weeks	0-12 weeks	smoker	"model2(age,sex)"	Smoking	1	0.783497	0.498415	0.225192	2.725974	707
Next Steps	12+ weeks	0-12 weeks	age (cont)	model2(sex)	Age	10	0.102244	0.11766	0.010644	0.982157	741
Next Steps	12+ weeks	0-12 weeks	sex (femalevmale)	model2(age)	Sex	9	1.32367	0.997624	0.300804	5.824727	741
Next Steps	12+ weeks	0-12 weeks	ethnicity (ethminorityvwhite)	"model2(age,sex)"	Ethnicity	8	0.081833	0.057522	0.020548	0.325901	741
Next Steps	12+ weeks	0-12 weeks	education (nodegreevdegree)	"model2(age,sex)"	Education	7	0.709338	0.509755	0.172695	2.913577	740
Next Steps	12+ weeks	0-12 weeks	IMD	"model2(age,sex)"	SEP	6	1.264826	0.203383	0.922016	1.735094	739
Next Steps	12+ weeks	0-12 weeks	s-r health(poorvsgood)	"model2(age,sex)"	Gen_health	5	0.12466	0.141107	0.013466	1.154002	730
Next Steps	12+ weeks	0-12 weeks	pre-pandemic mh (casevscontrol)	"model2(age,sex)"	M_Health_binary	4	0.99177	0.79823	0.203797	4.82642	726
Next Steps	12+ weeks	0-12 weeks	bmi (continuous)	"model2(age,sex)"	BMI	3	0.988781	0.045755	0.902788	1.082965	693
Next Steps	12+ weeks	0-12 weeks	bmi (overweight/obesevsnormal)	"model2(age,sex)"	Overweight_obese	2	1.781258	1.623625	0.296747	10.6922	696
Next Steps	12+ weeks	0-12 weeks	smoker	"model2(age,sex)"	Smoking	1	0.778159	0.828916	0.095728	6.32555	562
MCS	12+ weeks	0-12 weeks	age (cont)	model2(sex)	Age	10	2.557485	3.340714	0.195692	33.42356	1028
MCS	12+ weeks	0-12 weeks	sex (femalevmale)	model2(age)	Sex	9	1.476382	1.07847	0.350732	6.214739	1028
MCS	12+ weeks	0-12 weeks	ethnicity (ethminorityvwhite)	"model2(age,sex)"	Ethnicity	8	3.904859	3.207865	0.775528	19.66134	1027
MCS	12+ weeks	0-12 weeks	education (nodegreevdegree)	"model2(age,sex)"	Education	7	0.808117	0.571358	0.201046	3.248274	1000
MCS	12+ weeks	0-12 weeks	IMD	"model2(age,sex)"	SEP	6	0.982516	0.068285	0.856931	1.126505	998
MCS	12+ weeks	0-12 weeks	pre-pandemic mh (casevscontrol)	"model2(age,sex)"	M_Health_binary	5	5.915721	4.100136	1.512477	23.13803	973
MCS	12+ weeks	0-12 weeks	bmi (continuous)	"model2(age,sex)"	BMI	4	0.766555	0.104221	0.586608	1.001703	948
MCS	12+ weeks	0-12 weeks	bmi (overweight/obesevsnormal)	"model2(age,sex)"	Overweight_obese	3	0.112183	0.088927	0.023576	0.533811	948
MCS	12+ weeks	0-12 weeks	asthma	"model2(age,sex)"	Asthma	2	0.707436	0.656252	0.113991	4.390378	881
MCS	12+ weeks	0-12 weeks	smoker	"model2(age,sex)"	Smoking	1	7.226494	7.534592	0.927192	56.32298	566
